,iteration,movies,zstat
0,0.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'pingu.mp4', 'minions_supermarket.mp4', 'bathsong.mp4', 'new_orleans.mp4', 'our_planet.mp4', 'piper.mp4']",0.7355587471497652
1,1.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'bathsong.mp4', 'playground.mp4', 'dog.mp4', 'piper.mp4']",0.8459176685240917
2,2.0,"['rio_jungle_jig.mp4', 'bedtime.mp4', 'minions_supermarket.mp4', 'real_cars.mp4', 'new_orleans.mp4', 'brother_bear.mp4', 'our_planet.mp4', 'dog.mp4']",0.7376834576755544
3,3.0,"['rio_jungle_jig.mp4', 'pingu.mp4', 'moana.mp4', 'ratatouille.mp4', 'bathsong.mp4', 'playground.mp4', 'our_planet.mp4', 'piper.mp4']",0.7671433855131856
4,4.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'pingu.mp4', 'minions_supermarket.mp4', 'real_cars.mp4', 'new_orleans.mp4', 'playground.mp4', 'our_planet.mp4']",0.618895573336402
5,5.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'real_cars.mp4', 'bathsong.mp4', 'dog.mp4', 'piper.mp4']",0.9115387269559251
6,6.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'minions_supermarket.mp4', 'bathsong.mp4', 'new_orleans.mp4', 'our_planet.mp4', 'dog.mp4', 'piper.mp4']",0.8003267571642985
7,7.0,"['rio_jungle_jig.mp4', 'bedtime.mp4', 'forest.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'new_orleans.mp4', 'dog.mp4', 'piper.mp4']",0.748102573655965
8,8.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'pingu.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'new_orleans.mp4', 'playground.mp4', 'piper.mp4']",0.9744858052481311
9,9.0,"['rio_jungle_jig.mp4', 'bedtime.mp4', 'forest.mp4', 'ratatouille.mp4', 'real_cars.mp4', 'new_orleans.mp4', 'playground.mp4', 'piper.mp4']",0.8594288656750366
10,10.0,"['rio_jungle_jig.mp4', 'kids_kitchen.mp4', 'ratatouille.mp4', 'real_cars.mp4', 'bathsong.mp4', 'our_planet.mp4', 'dog.mp4', 'piper.mp4']",0.8009473338567492
11,11.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'real_cars.mp4', 'playground.mp4', 'dog.mp4', 'piper.mp4']",0.7956565655326704
12,12.0,"['pingu.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'bathsong.mp4', 'new_orleans.mp4', 'playground.mp4', 'brother_bear.mp4', 'dog.mp4']",0.7298740187457972
13,13.0,"['rio_jungle_jig.mp4', 'bedtime.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'new_orleans.mp4', 'our_planet.mp4', 'dog.mp4', 'piper.mp4']",0.8751784435831654
14,14.0,"['rio_jungle_jig.mp4', 'bedtime.mp4', 'kids_kitchen.mp4', 'moana.mp4', 'minions_supermarket.mp4', 'real_cars.mp4', 'new_orleans.mp4', 'playground.mp4']",0.6727896273493864
15,15.0,"['pingu.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'bathsong.mp4', 'new_orleans.mp4', 'brother_bear.mp4', 'dog.mp4', 'piper.mp4']",0.9014648809471777
16,16.0,"['rio_jungle_jig.mp4', 'bedtime.mp4', 'forest.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'new_orleans.mp4', 'playground.mp4', 'piper.mp4']",0.8171092348514739
17,17.0,"['rio_jungle_jig.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'bathsong.mp4', 'new_orleans.mp4', 'playground.mp4', 'brother_bear.mp4', 'dog.mp4']",0.9202204149613467
18,18.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'pingu.mp4', 'minions_supermarket.mp4', 'bathsong.mp4', 'new_orleans.mp4', 'playground.mp4', 'our_planet.mp4']",0.7434834757574168
19,19.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'new_orleans.mp4', 'playground.mp4', 'dog.mp4', 'piper.mp4']",0.9561850406119591
20,20.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'moana.mp4', 'ratatouille.mp4', 'bathsong.mp4', 'new_orleans.mp4', 'playground.mp4', 'piper.mp4']",0.9481616755623902
21,21.0,"['rio_jungle_jig.mp4', 'forest.mp4', 'ratatouille.mp4', 'minions_supermarket.mp4', 'new_orleans.mp4', 'playground.mp4', 'dog.mp4', 'piper.mp4']",1.0557593194319486
